h3,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,confidence
873962183ffffff,0.00163,0.00272,0.00851,0.0519,0.107,0.117,0.369,0.438,0.538,0.378,0.146,0.0068,low
873962184ffffff,0.00153,0.00256,0.008,0.0488,0.101,0.109,0.346,0.411,0.506,0.355,0.137,0.0064,low
873962185ffffff,0.00162,0.0027,0.00843,0.0514,0.106,0.115,0.364,0.433,0.532,0.374,0.145,0.00674,low
873962186ffffff,0.00149,0.00249,0.00778,0.0475,0.098,0.106,0.336,0.4,0.492,0.346,0.134,0.00622,low
873962188ffffff,0.00191,0.00319,0.00996,0.0607,0.126,0.138,0.434,0.516,0.63,0.442,0.171,0.00796,low
873962189ffffff,0.00267,0.00446,0.0139,0.0849,0.175,0.192,0.606,0.719,0.879,0.616,0.239,0.0111,low
87396218affffff,0.0025,0.00417,0.013,0.0795,0.165,0.183,0.581,0.684,0.831,0.577,0.223,0.0104,low
87396218bffffff,0.00255,0.00427,0.0133,0.0813,0.168,0.187,0.593,0.698,0.849,0.59,0.228,0.0107,low
87396218cffffff,0.00272,0.00454,0.0142,0.0865,0.179,0.196,0.618,0.733,0.896,0.628,0.243,0.0113,low
87396218dffffff,0.00255,0.00425,0.0133,0.081,0.167,0.184,0.579,0.687,0.84,0.589,0.228,0.0106,low
87396218effffff,0.00218,0.00364,0.0114,0.0693,0.143,0.156,0.494,0.586,0.718,0.504,0.195,0.00909,low
873962190ffffff,0.00226,0.00377,0.0118,0.0718,0.149,0.165,0.523,0.615,0.751,0.522,0.202,0.00941,low
873962191ffffff,0.00218,0.00363,0.0114,0.0692,0.143,0.159,0.503,0.592,0.723,0.503,0.195,0.00907,low
873962192ffffff,0.00364,0.00607,0.019,0.116,0.239,0.266,0.84,0.986,1.2,0.836,0.324,0.0152,low
873962193ffffff,0.00222,0.0037,0.0116,0.0706,0.146,0.162,0.512,0.603,0.737,0.513,0.199,0.00925,low
873962194ffffff,0.00189,0.00316,0.00987,0.0602,0.125,0.138,0.437,0.515,0.629,0.438,0.169,0.00789,low
873962195ffffff,0.00178,0.00297,0.00928,0.0566,0.117,0.128,0.406,0.481,0.589,0.412,0.159,0.00741,low
873962196ffffff,0.00251,0.0042,0.0131,0.08,0.166,0.186,0.589,0.691,0.839,0.582,0.225,0.0105,low
873962198ffffff,0.00183,0.00305,0.00954,0.0582,0.12,0.133,0.423,0.498,0.608,0.424,0.164,0.00763,low
873962199ffffff,0.00253,0.00422,0.0132,0.0805,0.167,0.186,0.589,0.692,0.842,0.584,0.226,0.0105,low
87396219affffff,0.00218,0.00364,0.0114,0.0693,0.144,0.159,0.503,0.592,0.724,0.504,0.195,0.00909,low
87396219bffffff,0.00289,0.00483,0.0151,0.092,0.19,0.211,0.669,0.787,0.959,0.668,0.258,0.0121,low
87396219cffffff,0.00233,0.00389,0.0121,0.0741,0.153,0.17,0.537,0.632,0.773,0.538,0.208,0.0097,low
87396219dffffff,0.00212,0.00354,0.0111,0.0675,0.14,0.155,0.491,0.577,0.705,0.491,0.19,0.00885,low
87396219effffff,0.00256,0.00428,0.0134,0.0816,0.169,0.187,0.592,0.696,0.85,0.593,0.229,0.0107,low
8739621a0ffffff,0.00193,0.00322,0.01,0.0613,0.127,0.137,0.434,0.516,0.634,0.446,0.172,0.00803,low
8739621a1ffffff,0.00174,0.0029,0.00906,0.0553,0.114,0.124,0.391,0.466,0.572,0.402,0.156,0.00725,low
8739621a2ffffff,0.0018600000000000001,0.00311,0.00972,0.0593,0.122,0.133,0.42,0.499,0.614,0.431,0.167,0.00777,low
8739621a3ffffff,0.00212,0.00354,0.0111,0.0675,0.139,0.151,0.477,0.568,0.697,0.49,0.19,0.00884,low
8739621a4ffffff,0.0017,0.00284,0.00888,0.0542,0.112,0.123,0.386,0.46,0.562,0.394,0.153,0.0071,low
8739621a5ffffff,0.0017,0.00284,0.00886,0.0541,0.112,0.123,0.386,0.459,0.561,0.393,0.152,0.00708,low
8739621a6ffffff,0.00153,0.00256,0.00799,0.0487,0.101,0.11,0.346,0.412,0.505,0.355,0.137,0.00639,low
8739621a8ffffff,0.00223,0.00373,0.0117,0.0711,0.147,0.161,0.507,0.602,0.737,0.517,0.2,0.00932,low
8739621a9ffffff,0.00241,0.00402,0.0126,0.0766,0.158,0.174,0.547,0.649,0.793,0.556,0.215,0.01,low
8739621aaffffff,0.00198,0.00331,0.0103,0.0631,0.13,0.142,0.448,0.532,0.653,0.458,0.177,0.00827,low
8739621abffffff,0.00221,0.00368,0.0115,0.0702,0.145,0.159,0.501,0.595,0.727,0.51,0.197,0.0092,low
8739621acffffff,0.00175,0.00293,0.00915,0.0558,0.115,0.125,0.396,0.471,0.578,0.406,0.157,0.00731,low
8739621adffffff,0.00165,0.00275,0.00859,0.0524,0.108,0.119,0.375,0.446,0.545,0.382,0.148,0.00687,low
8739621aeffffff,0.00246,0.0041,0.0128,0.0782,0.161,0.175,0.553,0.657,0.808,0.568,0.22,0.0102,low
8739621b0ffffff,0.00153,0.00255,0.00796,0.0486,0.1,0.11,0.347,0.412,0.504,0.353,0.137,0.00636,low
8739621b1ffffff,0.00197,0.00329,0.0103,0.0626,0.129,0.141,0.443,0.527,0.647,0.455,0.176,0.0082,low
8739621b2ffffff,0.00198,0.00331,0.0103,0.063,0.13,0.143,0.45,0.534,0.654,0.458,0.177,0.00826,low
8739621b3ffffff,0.00157,0.00261,0.00817,0.0498,0.103,0.112,0.354,0.421,0.517,0.363,0.14,0.00653,low
8739621b4ffffff,0.00132,0.0022,0.00687,0.0419,0.0866,0.0951,0.3,0.356,0.436,0.305,0.118,0.00549,low
8739621b5ffffff,0.00187,0.00312,0.00973,0.0594,0.123,0.134,0.423,0.503,0.616,0.432,0.167,0.00778,low
8739621b6ffffff,0.00181,0.00302,0.00942,0.0575,0.119,0.13,0.411,0.488,0.596,0.418,0.162,0.00753,low
873962219ffffff,0.00353,0.0059,0.0184,0.112,0.232,0.254,0.801,0.955,1.16,0.814,0.316,0.0147,low
87396221affffff,0.0034,0.00567,0.0177,0.108,0.225,0.255,0.809,0.961,1.15,0.785,0.303,0.0142,low
87396221bffffff,0.00394,0.00659,0.0206,0.125,0.26,0.288,0.91,1.08,1.31,0.909,0.352,0.0164,low
873962252ffffff,0.00474,0.00791,0.0247,0.151,0.311,0.342,1.08,1.28,1.55,1.09,0.422,0.0197,low
873962280ffffff,0.00257,0.00428,0.0134,0.0817,0.172,0.204,0.65,0.772,0.902,0.597,0.23,0.0107,low
873962281ffffff,0.00269,0.0045,0.014,0.0857,0.179,0.209,0.666,0.791,0.929,0.624,0.241,0.0112,low
873962282ffffff,0.00265,0.00442,0.0138,0.0844,0.178,0.212,0.676,0.802,0.936,0.616,0.237,0.011,low
873962283ffffff,0.00256,0.00428,0.0134,0.0815,0.171,0.2,0.635,0.754,0.884,0.593,0.229,0.0107,low
873962284ffffff,0.00241,0.00403,0.0126,0.0768,0.162,0.193,0.617,0.732,0.854,0.562,0.216,0.0101,low
873962285ffffff,0.00354,0.00591,0.0185,0.113,0.236,0.278,0.883,1.05,1.23,0.82,0.316,0.0148,low
873962286ffffff,0.00387,0.00646,0.0202,0.123,0.258,0.307,0.965,1.14,1.32,0.881,0.342,0.0161,low
873962288ffffff,0.00261,0.00435,0.0136,0.083,0.174,0.202,0.645,0.766,0.9,0.604,0.233,0.0109,low
873962289ffffff,0.00324,0.00541,0.0169,0.103,0.216,0.25,0.797,0.947,1.11,0.75,0.29,0.0135,low
87396228affffff,0.00266,0.00444,0.0139,0.0846,0.177,0.205,0.658,0.781,0.92,0.616,0.238,0.0111,low
87396228bffffff,0.00282,0.0047,0.0147,0.0896,0.188,0.218,0.696,0.827,0.972,0.653,0.252,0.0117,low
87396228cffffff,0.0025,0.00417,0.013,0.0796,0.167,0.194,0.619,0.735,0.864,0.58,0.224,0.0104,low
87396228dffffff,0.00271,0.00452,0.0141,0.0862,0.181,0.21,0.67,0.796,0.935,0.628,0.242,0.0113,low
87396228effffff,0.00265,0.00443,0.0138,0.0844,0.177,0.206,0.655,0.779,0.915,0.615,0.237,0.0111,low
873962290ffffff,0.00387,0.00647,0.0202,0.123,0.258,0.302,0.965,1.14,1.33,0.879,0.341,0.0161,low
873962291ffffff,0.003,0.00501,0.0156,0.0956,0.201,0.236,0.767,0.907,1.07,0.697,0.268,0.0125,low
873962292ffffff,0.00272,0.00454,0.0142,0.0866,0.182,0.214,0.697,0.824,0.969,0.633,0.243,0.0113,low
873962293ffffff,0.00272,0.00454,0.0142,0.0867,0.183,0.214,0.698,0.826,0.97,0.634,0.243,0.0113,low
873962294ffffff,0.00231,0.00385,0.012,0.0735,0.155,0.183,0.591,0.7,0.819,0.537,0.206,0.00961,low
873962295ffffff,0.00277,0.00463,0.0145,0.0883,0.186,0.221,0.707,0.837,0.978,0.643,0.248,0.0116,low
873962296ffffff,0.00308,0.00515,0.0161,0.0982,0.207,0.243,0.79,0.934,1.1,0.717,0.276,0.0129,low
873962298ffffff,0.00275,0.00459,0.0143,0.0874,0.183,0.211,0.681,0.807,0.953,0.637,0.246,0.0115,low
873962299ffffff,0.00292,0.00488,0.0152,0.093,0.194,0.224,0.723,0.857,1.01,0.677,0.261,0.0122,low
87396229affffff,0.00282,0.00471,0.0147,0.0898,0.188,0.218,0.705,0.835,0.985,0.655,0.252,0.0118,low
87396229bffffff,0.00306,0.00511,0.016,0.0974,0.204,0.235,0.758,0.898,1.06,0.709,0.274,0.0128,low
87396229cffffff,0.00364,0.00608,0.019,0.115,0.241,0.28,0.891,1.05,1.23,0.826,0.321,0.0152,low
87396229dffffff,0.00268,0.00447,0.014,0.0852,0.178,0.206,0.663,0.786,0.927,0.621,0.239,0.0112,low
87396229effffff,0.00263,0.00439,0.0137,0.0838,0.176,0.207,0.673,0.796,0.936,0.613,0.235,0.011,low
8739622a2ffffff,0.0028,0.00467,0.0146,0.0891,0.188,0.224,0.714,0.847,0.988,0.65,0.25,0.0117,low
8739622a3ffffff,0.00327,0.00546,0.017,0.104,0.219,0.261,0.833,0.988,1.15,0.759,0.292,0.0136,low
8739622a6ffffff,0.00328,0.00548,0.0171,0.104,0.22,0.262,0.836,0.991,1.16,0.762,0.293,0.0137,low
8739622a8ffffff,0.00317,0.00529,0.0165,0.101,0.211,0.246,0.782,0.929,1.09,0.734,0.283,0.0132,low
8739622a9ffffff,0.00283,0.00472,0.0147,0.09,0.188,0.219,0.699,0.83,0.975,0.655,0.253,0.0118,low
8739622aaffffff,0.00313,0.00523,0.0163,0.0997,0.209,0.243,0.773,0.919,1.08,0.725,0.28,0.0131,low
8739622abffffff,0.00341,0.0057,0.0178,0.109,0.227,0.265,0.842,1,1.17,0.789,0.305,0.0142,low
8739622acffffff,0.00292,0.00487,0.0152,0.0928,0.194,0.226,0.72,0.855,1,0.675,0.261,0.0122,low
8739622adffffff,0.00305,0.0051,0.0159,0.0971,0.203,0.232,0.736,0.875,1.04,0.706,0.273,0.0127,low
8739622aeffffff,0.00314,0.00525,0.0164,0.1,0.209,0.244,0.775,0.921,1.08,0.727,0.281,0.0131,low
8739622b0ffffff,0.00296,0.00494,0.0154,0.0942,0.199,0.237,0.754,0.895,1.04,0.687,0.264,0.0123,low
8739622b1ffffff,0.00275,0.0046,0.0144,0.0877,0.185,0.22,0.703,0.834,0.972,0.64,0.246,0.0115,low
8739622b2ffffff,0.0209,0.0348,0.108,0.647,1.34,1.57,4.5,5.21,5.91,4.17,1.71,0.0867,medium
8739622b3ffffff,0.00444,0.00741,0.0231,0.141,0.295,0.351,1.09,1.29,1.49,1,0.39,0.0185,low
8739622b4ffffff,0.00238,0.00397,0.0124,0.0757,0.16,0.191,0.614,0.727,0.848,0.554,0.213,0.00991,low
8739622b5ffffff,0.00223,0.0037200000000000002,0.0116,0.0709,0.149,0.178,0.57,0.676,0.789,0.519,0.199,0.00928,low
8739622b6ffffff,0.00201,0.00336,0.0105,0.0641,0.136,0.163,0.525,0.621,0.724,0.47,0.18,0.00839,low
8739622c0ffffff,0.0041,0.00685,0.0214,0.13,0.273,0.316,1,1.19,1.4,0.946,0.366,0.0171,low
8739622c1ffffff,0.00355,0.00592,0.0185,0.113,0.237,0.276,0.877,1.05,1.22,0.821,0.317,0.0148,low
8739622c2ffffff,0.00431,0.00719,0.0225,0.137,0.286,0.33,1.05,1.25,1.46,0.993,0.384,0.018,low
8739622c3ffffff,0.00422,0.00704,0.022,0.134,0.281,0.327,1.04,1.24,1.44,0.973,0.376,0.0176,low
8739622c4ffffff,0.00373,0.00622,0.0194,0.119,0.248,0.286,0.909,1.08,1.27,0.861,0.333,0.0155,low
8739622c5ffffff,0.00364,0.00609,0.019,0.116,0.243,0.281,0.895,1.07,1.25,0.843,0.326,0.0152,low
8739622c6ffffff,0.00335,0.00559,0.0175,0.106,0.222,0.257,0.817,0.972,1.14,0.774,0.299,0.014,low
8739622c8ffffff,0.00511,0.00854,0.0267,0.162,0.34,0.396,1.25,1.5,1.73,1.17,0.455,0.0213,low
8739622c9ffffff,0.00685,0.0114,0.0357,0.217,0.455,0.531,1.67,2,2.31,1.57,0.608,0.0285,low
8739622caffffff,0.00467,0.0078,0.0244,0.148,0.311,0.362,1.15,1.37,1.59,1.08,0.416,0.0195,low
8739622cbffffff,0.00709,0.0118,0.037,0.225,0.469,0.545,1.7,2.02,2.34,1.59,0.623,0.0295,low
8739622ccffffff,0.0046,0.00768,0.024,0.146,0.304,0.354,1.1,1.31,1.52,1.04,0.405,0.0192,low
8739622cdffffff,0.00355,0.00592,0.0185,0.113,0.236,0.276,0.877,1.05,1.22,0.821,0.317,0.0148,low
8739622ceffffff,0.0039,0.00651,0.0203,0.124,0.26,0.303,0.963,1.15,1.34,0.901,0.348,0.0163,low
8739622d0ffffff,0.00504,0.00842,0.0263,0.16,0.334,0.386,1.22,1.45,1.7,1.16,0.449,0.021,low
8739622d1ffffff,0.00475,0.00793,0.0248,0.151,0.315,0.364,1.16,1.37,1.61,1.09,0.424,0.0198,low
8739622d2ffffff,0.00362,0.00604,0.0189,0.115,0.24,0.276,0.885,1.05,1.24,0.836,0.323,0.0151,low
8739622d3ffffff,0.00523,0.00874,0.0273,0.166,0.345,0.396,1.24,1.47,1.72,1.18,0.46,0.0218,low
8739622d4ffffff,0.00481,0.00803,0.0251,0.153,0.319,0.369,1.17,1.39,1.63,1.11,0.429,0.02,low
8739622d5ffffff,0.0043,0.00719,0.0224,0.137,0.286,0.33,1.05,1.24,1.46,0.991,0.384,0.0179,low
8739622d6ffffff,0.00307,0.00513,0.016,0.0977,0.204,0.236,0.752,0.894,1.05,0.711,0.275,0.0128,low
8739622d8ffffff,0.00487,0.00812,0.0254,0.155,0.324,0.377,1.19,1.42,1.65,1.12,0.433,0.0203,medium
8739622d9ffffff,0.00486,0.00811,0.0253,0.154,0.323,0.377,1.19,1.42,1.65,1.12,0.433,0.0202,medium
8739622daffffff,0.00431,0.00719,0.0225,0.137,0.287,0.334,1.07,1.27,1.48,0.994,0.384,0.0179,medium
8739622dbffffff,0.00451,0.00754,0.0235,0.144,0.301,0.352,1.13,1.34,1.55,1.04,0.402,0.0188,medium
8739622dcffffff,0.00733,0.0122,0.0382,0.232,0.484,0.56,1.75,2.07,2.41,1.65,0.645,0.0305,low
8739622ddffffff,0.00791,0.0132,0.0412,0.25,0.52,0.604,1.85,2.19,2.53,1.74,0.687,0.0329,medium
8739622deffffff,0.0036,0.00601,0.0188,0.114,0.239,0.276,0.88,1.05,1.23,0.831,0.321,0.015,medium
8739622e0ffffff,0.00391,0.00652,0.0204,0.124,0.257,0.28,0.885,1.05,1.28,0.899,0.349,0.0163,low
8739622e1ffffff,0.00366,0.00611,0.0191,0.116,0.241,0.263,0.831,0.99,1.2,0.843,0.327,0.0153,low
8739622e2ffffff,0.00292,0.00488,0.0152,0.093,0.194,0.22,0.701,0.835,0.99,0.676,0.261,0.0122,low
8739622e3ffffff,0.00447,0.00746,0.0233,0.142,0.295,0.333,1.05,1.25,1.49,1.03,0.398,0.0186,low
8739622e4ffffff,0.00288,0.00481,0.015,0.0917,0.19,0.207,0.656,0.782,0.95,0.666,0.258,0.012,low
8739622e5ffffff,0.00453,0.00756,0.0236,0.144,0.297,0.324,1.02,1.22,1.48,1.04,0.404,0.0189,low
8739622e6ffffff,0.00323,0.00539,0.0169,0.103,0.212,0.232,0.735,0.876,1.06,0.745,0.289,0.0135,low
8739622e8ffffff,0.00399,0.00667,0.0208,0.127,0.263,0.291,0.919,1.1,1.32,0.92,0.357,0.0167,low
8739622e9ffffff,0.00396,0.00661,0.0207,0.126,0.261,0.287,0.906,1.08,1.3,0.912,0.354,0.0165,low
8739622eaffffff,0.00472,0.00788,0.0246,0.15,0.312,0.364,1.14,1.35,1.56,1.07,0.416,0.0197,low
8739622ebffffff,0.00405,0.00676,0.0211,0.129,0.269,0.312,0.991,1.18,1.38,0.935,0.361,0.0169,low
8739622ecffffff,0.0045,0.00752,0.0235,0.143,0.296,0.326,1.03,1.22,1.48,1.04,0.401,0.0188,low
8739622edffffff,0.0037,0.00618,0.0193,0.118,0.243,0.269,0.847,1.01,1.22,0.853,0.33,0.0154,low
8739622eeffffff,0.00344,0.00575,0.0179,0.109,0.227,0.255,0.808,0.964,1.15,0.795,0.307,0.0143,low
8739622f0ffffff,0.0034,0.00567,0.0177,0.108,0.226,0.261,0.828,0.985,1.16,0.784,0.303,0.0142,low
8739622f1ffffff,0.00348,0.00581,0.0181,0.111,0.231,0.267,0.849,1.01,1.19,0.804,0.311,0.0145,low
8739622f2ffffff,0.00344,0.00575,0.018,0.11,0.229,0.265,0.843,1,1.18,0.796,0.308,0.0144,low
8739622f3ffffff,0.00441,0.00736,0.023,0.14,0.293,0.338,1.07,1.28,1.5,1.02,0.393,0.0184,low
8739622f4ffffff,0.00262,0.00437,0.0137,0.0833,0.174,0.202,0.645,0.767,0.901,0.607,0.234,0.0109,low
8739622f5ffffff,0.00278,0.00464,0.0145,0.0885,0.185,0.214,0.681,0.81,0.952,0.644,0.249,0.0116,low
8739622f6ffffff,0.00328,0.00548,0.0171,0.104,0.219,0.254,0.809,0.961,1.13,0.759,0.293,0.0137,low
873962312ffffff,0.00256,0.00427,0.0134,0.0814,0.168,0.184,0.578,0.687,0.841,0.592,0.229,0.0107,low
873962314ffffff,0.00216,0.00361,0.0113,0.0688,0.142,0.155,0.488,0.581,0.711,0.5,0.193,0.00901,low
873962316ffffff,0.00215,0.00359,0.0112,0.0684,0.141,0.154,0.486,0.578,0.707,0.497,0.193,0.00897,low
873962332ffffff,0.00219,0.00365,0.0114,0.0696,0.144,0.157,0.494,0.588,0.719,0.506,0.196,0.00912,low
873962334ffffff,0.00202,0.00337,0.0105,0.0642,0.133,0.148,0.462,0.55,0.666,0.467,0.181,0.00841,low
873962336ffffff,0.00236,0.00395,0.0123,0.0752,0.155,0.169,0.533,0.634,0.776,0.546,0.211,0.00985,low
873962380ffffff,0.00297,0.00496,0.0155,0.0945,0.196,0.226,0.71,0.839,1,0.687,0.266,0.0124,low
873962382ffffff,0.00274,0.00457,0.0143,0.0871,0.181,0.208,0.655,0.774,0.922,0.633,0.245,0.0114,low
873962383ffffff,0.00213,0.00356,0.0111,0.0678,0.141,0.162,0.511,0.604,0.719,0.493,0.191,0.00888,low
873962384ffffff,0.00279,0.00466,0.0146,0.0888,0.185,0.212,0.668,0.789,0.94,0.646,0.25,0.0116,low
873962385ffffff,0.002,0.00335,0.0105,0.0638,0.133,0.152,0.481,0.568,0.677,0.464,0.179,0.00835,low
873962386ffffff,0.00277,0.00463,0.0145,0.0881,0.183,0.211,0.663,0.784,0.933,0.641,0.248,0.0116,low
873962390ffffff,0.00261,0.00435,0.0136,0.0831,0.175,0.21,0.673,0.795,0.929,0.608,0.233,0.0109,low
873962391ffffff,0.00255,0.00425,0.0133,0.0811,0.17,0.201,0.642,0.759,0.892,0.593,0.228,0.0106,low
873962392ffffff,0.00234,0.00391,0.0122,0.0746,0.158,0.19,0.611,0.722,0.842,0.547,0.21,0.00976,low
873962393ffffff,0.00237,0.00395,0.0123,0.0754,0.159,0.192,0.618,0.73,0.851,0.553,0.212,0.00986,low
873962394ffffff,0.00208,0.00348,0.0109,0.0663,0.138,0.16,0.506,0.599,0.71,0.483,0.187,0.00868,low
873962395ffffff,0.00261,0.00436,0.0136,0.083,0.173,0.198,0.625,0.738,0.88,0.604,0.233,0.0109,low
873962396ffffff,0.00216,0.00361,0.0113,0.0689,0.145,0.173,0.559,0.659,0.772,0.505,0.194,0.00901,low
873962398ffffff,0.00253,0.00422,0.0132,0.0806,0.17,0.205,0.659,0.779,0.907,0.59,0.226,0.0105,low
87396239affffff,0.00231,0.00385,0.012,0.0736,0.156,0.187,0.603,0.713,0.831,0.54,0.207,0.00963,low
87396239bffffff,0.00222,0.00371,0.0116,0.0709,0.149,0.178,0.57,0.677,0.789,0.518,0.199,0.00927,low
87396239cffffff,0.00271,0.00452,0.0141,0.0862,0.18,0.209,0.662,0.782,0.926,0.628,0.242,0.0113,low
87396239effffff,0.00252,0.00421,0.0132,0.0804,0.17,0.204,0.658,0.778,0.906,0.589,0.226,0.0105,low
8739623a0ffffff,0.0026,0.00434,0.0136,0.0827,0.172,0.196,0.616,0.729,0.872,0.601,0.233,0.0108,low
8739623a2ffffff,0.00229,0.00382,0.0119,0.0727,0.151,0.174,0.548,0.647,0.771,0.529,0.205,0.00953,low
8739623a3ffffff,0.00248,0.00415,0.013,0.0791,0.164,0.189,0.595,0.703,0.838,0.575,0.222,0.0104,low
8739623a4ffffff,0.0018600000000000001,0.00311,0.0097,0.0592,0.122,0.133,0.421,0.501,0.613,0.431,0.167,0.00775,low
8739623a5ffffff,0.00213,0.00356,0.0111,0.0678,0.14,0.153,0.481,0.572,0.701,0.493,0.191,0.00888,low
8739623a6ffffff,0.00189,0.00315,0.00983,0.06,0.125,0.143,0.452,0.534,0.637,0.437,0.169,0.00786,low
8739623aaffffff,0.00206,0.00344,0.0107,0.0655,0.136,0.153,0.483,0.572,0.688,0.477,0.184,0.00858,low
8739623aeffffff,0.0018600000000000001,0.00311,0.00973,0.0593,0.123,0.141,0.446,0.527,0.63,0.432,0.167,0.00778,low
8739623b0ffffff,0.00241,0.00403,0.0126,0.0768,0.16,0.187,0.59,0.699,0.824,0.559,0.216,0.0101,low
8739623b1ffffff,0.00257,0.00429,0.0134,0.0817,0.17,0.195,0.615,0.727,0.866,0.594,0.23,0.0107,low
8739623b2ffffff,0.00269,0.0045,0.014,0.0857,0.179,0.21,0.661,0.782,0.92,0.624,0.241,0.0112,low
8739623b3ffffff,0.0024,0.004,0.0125,0.0763,0.159,0.183,0.576,0.681,0.81,0.555,0.214,0.00999,low
8739623b4ffffff,0.00225,0.00375,0.0117,0.0715,0.149,0.175,0.552,0.654,0.769,0.521,0.201,0.00936,low
8739623b5ffffff,0.00235,0.00393,0.0123,0.0748,0.156,0.18,0.567,0.671,0.796,0.544,0.21,0.0098,low
8739623b6ffffff,0.00272,0.00454,0.0142,0.0865,0.181,0.212,0.667,0.79,0.929,0.63,0.243,0.0113,low
873962400ffffff,0.00784,0.0131,0.0409,0.251,0.534,0.627,2.02,2.35,2.87,1.84,0.696,0.0327,low
873962401ffffff,0.00786,0.0131,0.041,0.252,0.535,0.628,2.02,2.35,2.87,1.84,0.697,0.0328,low
873962402ffffff,0.00648,0.0108,0.0338,0.208,0.441,0.516,1.67,1.95,2.38,1.52,0.576,0.027,low
873962403ffffff,0.00764,0.0128,0.0398,0.245,0.521,0.611,1.97,2.3,2.8,1.79,0.678,0.0318,low
873962405ffffff,0.0053,0.00886,0.0277,0.17,0.362,0.425,1.38,1.61,1.97,1.25,0.473,0.0221,low
873962408ffffff,0.00674,0.0112,0.0351,0.216,0.46,0.54,1.75,2.04,2.49,1.59,0.6,0.0281,medium
873962409ffffff,0.0077,0.0129,0.0402,0.247,0.526,0.619,2.02,2.35,2.87,1.81,0.685,0.0321,medium
87396240affffff,0.00633,0.0106,0.033,0.204,0.433,0.508,1.66,1.94,2.36,1.5,0.564,0.0264,low
87396240bffffff,0.00869,0.0145,0.0453,0.279,0.593,0.696,2.27,2.63,3.21,2.04,0.772,0.0362,medium
87396240cffffff,0.00737,0.0123,0.0384,0.237,0.503,0.59,1.91,2.22,2.71,1.73,0.655,0.0307,low
87396240dffffff,0.00624,0.0104,0.0326,0.201,0.426,0.501,1.63,1.9,2.32,1.47,0.556,0.026,medium
87396240effffff,0.00765,0.0128,0.0399,0.245,0.521,0.612,1.98,2.3,2.81,1.8,0.68,0.0319,low
873962411ffffff,0.00692,0.0116,0.0361,0.223,0.472,0.55,1.81,2.11,2.56,1.64,0.616,0.0289,low
873962413ffffff,0.00779,0.013,0.0406,0.251,0.531,0.618,2.04,2.38,2.88,1.84,0.693,0.0324,low
873962418ffffff,0.0103,0.0172,0.0538,0.334,0.708,0.826,2.73,3.17,3.84,2.44,0.915,0.043,low
873962419ffffff,0.00778,0.013,0.0406,0.252,0.535,0.624,2.08,2.42,2.94,1.86,0.693,0.0324,low
87396241affffff,0.0109,0.0182,0.0568,0.352,0.747,0.871,2.88,3.34,4.05,2.57,0.965,0.0454,low
87396241bffffff,0.01,0.0168,0.0524,0.325,0.69,0.805,2.67,3.09,3.75,2.38,0.892,0.0419,low
87396241cffffff,0.00666,0.0111,0.0347,0.215,0.457,0.534,1.76,2.05,2.5,1.58,0.594,0.0277,low
87396241dffffff,0.00712,0.0119,0.0371,0.229,0.488,0.571,1.88,2.18,2.65,1.69,0.634,0.0297,low
87396241effffff,0.0078,0.013,0.0407,0.252,0.536,0.626,2.09,2.42,2.95,1.86,0.695,0.0325,low
873962421ffffff,0.00362,0.00605,0.0189,0.116,0.247,0.29,0.945,1.1,1.35,0.858,0.324,0.0151,low
873962423ffffff,0.0037200000000000002,0.00621,0.0194,0.119,0.254,0.298,0.97,1.13,1.39,0.881,0.332,0.0155,low
873962425ffffff,0.0036,0.00601,0.0188,0.115,0.241,0.283,0.909,1.06,1.27,0.839,0.322,0.015,low
873962428ffffff,0.00599,0.01,0.0313,0.192,0.409,0.48,1.56,1.82,2.22,1.41,0.534,0.025,low
873962429ffffff,0.00834,0.0139,0.0435,0.266,0.562,0.658,2.07,2.4,2.91,1.89,0.727,0.0347,low
87396242affffff,0.00561,0.00936,0.0292,0.18,0.383,0.449,1.46,1.7,2.08,1.32,0.5,0.0234,low
87396242bffffff,0.00517,0.00864,0.027,0.166,0.354,0.415,1.35,1.57,1.92,1.22,0.462,0.0216,low
87396242cffffff,0.00399,0.00665,0.0208,0.128,0.27,0.316,1.02,1.2,1.45,0.937,0.356,0.0166,low
87396242dffffff,0.00552,0.00921,0.0288,0.176,0.372,0.435,1.4,1.63,1.97,1.29,0.491,0.023,low
87396242effffff,0.00513,0.00856,0.0267,0.165,0.35,0.411,1.34,1.56,1.9,1.21,0.457,0.0214,low
873962440ffffff,0.00796,0.0133,0.0415,0.254,0.538,0.628,2.05,2.38,2.89,1.85,0.708,0.0332,low
873962441ffffff,0.0151,0.0253,0.0789,0.482,1.02,1.18,3.79,4.39,5.3,3.45,1.33,0.0631,medium
873962442ffffff,0.00908,0.0152,0.0474,0.291,0.617,0.722,2.35,2.73,3.32,2.12,0.806,0.0379,medium
873962443ffffff,0.011,0.0184,0.0575,0.351,0.741,0.863,2.79,3.24,3.91,2.53,0.974,0.0459,medium
873962444ffffff,0.00857,0.0143,0.0447,0.275,0.583,0.684,2.22,2.58,3.14,2,0.759,0.0357,low
873962445ffffff,0.00995,0.0166,0.0519,0.317,0.67,0.78,2.53,2.95,3.57,2.3,0.882,0.0415,medium
873962446ffffff,0.00986,0.0165,0.0514,0.316,0.67,0.787,2.54,2.94,3.58,2.28,0.869,0.0411,low
